sentenceID,sentence,origin,destination,is_valid,difficulty,category,notes
34,Paris Annecy svp,Paris,Annecy,1,easy,no_markers,
35,La mer est belle,,,0,easy,no_intent,off_topic
36,Je voudrais partir de Metz à Grenoble lundi prochain,Metz,Grenoble,1,medium,additional_info,
37,à quelle heure part ?,,,0,easy,incomplete_grammar,grammatically incomplete
38,Un billet Villeurbanne Marseille pour ce soir,Villeurbanne,Marseille,1,medium,additional_info,
39,Me déplacer vers Toulon depuis Strasbourg,Strasbourg,Toulon,1,medium,inverted_order,
40,Arriver à Reims depuis Dijon,Dijon,Reims,1,medium,inverted_order,
41,Depuis Lyon jusqu'à Tours,Lyon,Tours,1,easy,standard,
42,Itinéraire de Perpignan à La Roche-sur-Yon,Perpignan,La Roche-sur-Yon,1,medium,compound_name,
43,besoin dun billet de limoges a clermont-ferrand,Limoges,Clermont-Ferrand,1,easy,no_capitals,
44,Faut-il préférer le TGV ou le train normal pour Metz Bordeaux,Metz,Bordeaux,1,hard,complex_question,
45,Je dois aller à Reims ?,,,0,easy,incomplete_origin,missing origin
46,Rennes Toulouse simple,Rennes,Toulouse,1,easy,no_markers,
47,Saint-Étienne Le Havre train,Saint-Étienne,Le Havre,1,easy,no_markers,
48,coment se rendre de brest a perpigna,Brest,Perpignan,1,hard,misspelling,spelling errors
49,Clermont-Ferrand Saint-Étienne dimanche,Clermont-Ferrand,Saint-Étienne,1,medium,no_markers,
50,voyage de dijon a metz,Dijon,Metz,1,easy,no_capitals,
51,je doi partir de saiint-étienne ver bordeaux,Saint-Étienne,Bordeaux,1,hard,misspelling,spelling errors
52,Bilet de trin de Marseiye a Limogges,Marseille,Limoges,1,hard,misspelling,spelling errors
53,Partir pour Salon-de-Provence depuis Lyon,Lyon,Salon-de-Provence,1,medium,compound_name,
54,J'aimerais visiter Marseille ?,,,0,easy,incomplete_origin,missing origin
55,Je souhet aller de marseille ver Bordo,Marseille,Bordeaux,1,hard,misspelling,spelling errors
56,Je ve partir de Lion a Bordau,Lyon,Bordeaux,1,hard,misspelling,spelling errors
57,Pour me déplacer à Strasbourg depuis Limoges,Limoges,Strasbourg,1,medium,inverted_order,
58,Je voudrais aller de Nice à Paris via Nantes et Lille,,,0,medium,ambiguous,too many cities
59,Il me faudrait un titre de transport de Strasbourg à Dijon,Strasbourg,Dijon,1,easy,standard,
60,Je souhet partir de Breest a Le MMans,Brest,Le Mans,1,hard,misspelling,spelling errors
61,retrouver Lourdes a Nîmes depuis Reims,Reims,Nîmes,1,hard,name_ambiguity,multiple name distractors
62,Je veux partir de Bordeaux à Montpellier,Bordeaux,Montpellier,1,easy,standard,
63,Pouvez-vous me donner les horaires de Le Mans à Dijon,Le Mans,Dijon,1,easy,standard,
64,"avec Florence, Lourdes et Rémy on va de Toulon a Lyon",Toulon,Lyon,1,hard,name_ambiguity,multiple name distractors
65,À quelle heure arrive le dernier train de Reims à Amiens,Reims,Amiens,1,hard,complex_question,
66,Pour atteindre Angers depuis Saint-Étienne,Saint-Étienne,Angers,1,medium,inverted_order,
67,Quel est le trajet optimal pour Nice Saint-Étienne,Nice,Saint-Étienne,1,hard,complex_question,
68,Je voudrais un billet de Aix-en-Provence à Rennes,Aix-en-Provence,Rennes,1,easy,standard,
69,Quel est le prix d'un aller simple de Aix-en-Provence à Marseille,Aix-en-Provence,Marseille,1,medium,additional_info,
70,Je cherche un train ?,,,0,easy,incomplete_grammar,grammatically incomplete
71,Venant de Reims,,,0,easy,incomplete_dest,missing destination
72,Combien de trains par jour de Toulouse à Nice,Toulouse,Nice,1,medium,standard,
73,De Nice à Lille puis Nantes,,,0,medium,ambiguous,too many cities
74,il y a des trains de clermont-ferrand a metz,Clermont-Ferrand,Metz,1,easy,no_capitals,
75,Pour atteindre Angers depuis Brest,Brest,Angers,1,medium,inverted_order,
76,Trajet jusqu'à Villeurbanne depuis Reims,Reims,Villeurbanne,1,medium,inverted_order,
77,gil duzitywoko pudoso,,,0,easy,garbage,random text
78,Trajet vers Toulouse,,,0,easy,incomplete_origin,missing origin
79,à strasbourg ?,,,0,easy,incomplete_origin,missing origin
80,tiket le mans brest,Le Mans,Brest,1,hard,misspelling,spelling errors
81,Comment allez-vous ?,,,0,easy,no_intent,general_questions
82,cywurulalu wexoxo,,,0,easy,garbage,random text
83,je dois aller voir rémy a annecy en partant de tours,Tours,Annecy,1,hard,name_ambiguity,multiple name distractors
84,commen me rendr a grenoble depuis bordeaux,Bordeaux,Grenoble,1,hard,misspelling,spelling errors
85,Très bien et vous !,,,0,easy,no_intent,greetings
86,Comment se rendre de Marseille à Brest,Marseille,Brest,1,medium,standard,
87,je dois rejoindre Paris et Florence a Lille depuis Amiens,Amiens,Lille,1,hard,name_ambiguity,multiple name distractors
88,on va voir paris a perpignan en partant de tours,Tours,Perpignan,1,hard,name_ambiguity,multiple name distractors
89,Un billet Strasbourg Montpellier s'il vous plaît,Strasbourg,Montpellier,1,easy,standard,
90,Dijon Nantes cet après-midi,Dijon,Nantes,1,easy,no_markers,
91,un bilet trin marseiye annecy,Marseille,Annecy,1,hard,misspelling,spelling errors
92,Le billet de Villeurbanne à Nîmes coûte combien,Villeurbanne,Nîmes,1,easy,standard,
93,Direction Bourg-en-Bresse depuis Brest,Brest,Bourg-en-Bresse,1,medium,compound_name,
94,Train Toulon Brest,Toulon,Brest,1,easy,no_markers,
95,gejemy pex wabilud qotu lozapyg,,,0,easy,garbage,random text
96,à partir de lyon,,,0,easy,incomplete_dest,missing destination
97,Transport de Angers à Aix-en-Provence,Angers,Aix-en-Provence,1,medium,compound_name,
98,Comen aller de Marsel ver Strasbourge,Marseille,Strasbourg,1,hard,misspelling,spelling errors
99,Faut combien de temps pour aller de Lyon à Lille,Lyon,Lille,1,medium,standard,
100,retrouver lourdes a aix-en-provence depuis annecy,Annecy,Aix-en-Provence,1,hard,name_ambiguity,multiple name distractors
101,Quelle est votre adresse ?,,,0,easy,no_intent,general_questions
102,"Clément, Lourdes et moi voulons aller de Strasbourg a Reims",Strasbourg,Reims,1,hard,name_ambiguity,multiple name distractors
103,"Moi, Florence et Clément voulons rejoindre Villeurbanne depuis Toulouse",Toulouse,Villeurbanne,1,hard,name_ambiguity,multiple name distractors
104,Un aller Lille Nantes pour dimanche,Lille,Nantes,1,medium,additional_info,
105,Voyage depuis Brest vers Le Mans,Brest,Le Mans,1,easy,standard,
106,Florence et Lourdes sont a Montpellier je pars de Nice,Nice,Montpellier,1,hard,name_ambiguity,multiple name distractors
107,Je veu partir de Annec ver toulouse,Annecy,Toulouse,1,hard,misspelling,spelling errors
108,Depuis Marseille,,,0,easy,incomplete_dest,missing destination
109,bilet de trin dijo anneccy,Dijon,Annecy,1,hard,misspelling,spelling errors
110,Faut-il préférer le TGV ou le train normal pour Bordeaux Le Mans,Bordeaux,Le Mans,1,hard,complex_question,
111,Marseille Toulouse s'il vous plaît,Marseille,Toulouse,1,easy,no_markers,
112,Je prends le train de Metz à Paris,Metz,Paris,1,easy,standard,
113,direction montpellier,,,0,easy,incomplete_origin,missing origin
114,Le Havre Rennes en vacances,Le Havre,Rennes,1,medium,no_markers,
115,aller simple de amiens vers angers,Amiens,Angers,1,easy,no_capitals,
116,Un aller de Tours à Villeurbanne merci,Tours,Villeurbanne,1,easy,standard,
117,coment aller de nicce a grenoblle,Nice,Grenoble,1,hard,misspelling,spelling errors
118,Il y a combien de trains de Lyon à Amiens,Lyon,Amiens,1,medium,standard,
119,"avec mes amis clément et albert, je vais de lille a bordeaux",Lille,Bordeaux,1,hard,name_ambiguity,multiple name distractors
120,Vous avez des trains de Angers vers Nantes,Angers,Nantes,1,medium,standard,
121,comant aller de tour ver montpellier,Tours,Montpellier,1,hard,misspelling,spelling errors
122,je dois aller voir Florence a Nantes en partant de Nîmes,Nîmes,Nantes,1,hard,name_ambiguity,multiple name distractors
123,C'est compliqué,,,0,easy,no_intent,random_statements
124,requin miroir lampe,,,0,easy,garbage,nonsense words
125,Il y a combien de trains de Nantes à Metz,Nantes,Metz,1,medium,standard,
126,On rejoint Rémy et Lourdes à Nantes depuis Reims,Reims,Nantes,1,hard,name_ambiguity,multiple name distractors
127,Un ticket de Bordeaux à Rennes,Bordeaux,Rennes,1,easy,standard,
128,voyage de nice a reims,Nice,Reims,1,easy,no_capitals,
129,je veu aller de clermont--ferrand ver annnecy,Clermont-Ferrand,Annecy,1,hard,misspelling,spelling errors
130,Faut-il arriver en avance pour Tours Nice,Tours,Nice,1,hard,complex_question,
131,rehinig kagikit,,,0,easy,garbage,random text
132,Aller Saint-Étienne Lille,Saint-Étienne,Lille,1,easy,no_markers,
133,Peut-on avoir un train direct de Toulouse vers Le Mans,Toulouse,Le Mans,1,hard,complex_question,
134,Je veux partir de Lyon vers Toulon après-demain,Lyon,Toulon,1,medium,additional_info,
135,Je veux partir de Le Havre vers Annecy après-demain,Le Havre,Annecy,1,medium,additional_info,
136,Un aller de Toulon à Brest merci,Toulon,Brest,1,easy,standard,
137,un tiket anneecy dijon,Annecy,Dijon,1,hard,misspelling,spelling errors
138,Comment aller de Paris à Montpellier à Lyon,,,0,medium,ambiguous,too many cities
139,Quel est l'horaire des trains au départ de Limoges pour Lyon,Limoges,Lyon,1,medium,standard,
140,Arrivant de Reims ?,,,0,easy,incomplete_dest,missing destination
141,faut que jaille de grenoble a le havre,Grenoble,Le Havre,1,easy,no_capitals,
142,Deux billets de Amiens à Grenoble s'il vous plaît,Amiens,Grenoble,1,medium,additional_info,
143,Un aller Annecy Dijon pour le travail,Annecy,Dijon,1,medium,additional_info,
144,Y a-t-il des réductions pour Amiens Le Havre,Amiens,Le Havre,1,hard,complex_question,
145,De Marseille à Montpellier puis Rennes,,,0,medium,ambiguous,too many cities
146,bilet pour angeers perpigna,Angers,Perpignan,1,hard,misspelling,spelling errors
147,Je dois rejoindre Nîmes depuis Angers,Angers,Nîmes,1,medium,inverted_order,
148,je veux retrouver albert et lourdes a toulouse depuis aix-en-provence,Aix-en-Provence,Toulouse,1,hard,name_ambiguity,multiple name distractors
149,Je voudrais aller à Le Havre,,,0,easy,incomplete_origin,missing origin
150,Je pars de Boulogne sur Mer pour Tours,Boulogne-sur-Mer,Tours,1,medium,compound_name,compound name no hyphen
151,Destination finale Saint-Étienne départ Lyon,Lyon,Saint-Étienne,1,medium,inverted_order,
152,Quel est le temps de correspondance entre Perpignan et Angers,Perpignan,Angers,1,hard,complex_question,
153,Combien de temps d'avance faut-il pour Marseille Dijon,Marseille,Dijon,1,hard,complex_question,
154,Un billet de Amiens pour Port-Boulet,Amiens,Port-Boulet,1,medium,compound_name,
155,Billet svp Dijon Nantes,Dijon,Nantes,1,easy,no_markers,
156,Je ne sais pas si Toulouse ou Nice,,,0,medium,ambiguous,contradictions
157,je vais à angers,,,0,easy,incomplete_origin,missing origin
158,bonne année ?,,,0,easy,no_intent,off_topic
159,Soit Lille soit Marseille,,,0,medium,ambiguous,contradictions
160,Bonne journée ?,,,0,easy,no_intent,greetings
161,Peut-être Lyon ou bien Rennes,,,0,medium,ambiguous,contradictions
162,je doi partir de amiens ver lion,Amiens,Lyon,1,hard,misspelling,spelling errors
163,aller en train de amiens a nice,Amiens,Nice,1,easy,no_capitals,
164,de saint-étienne a villeurbanne en train,Saint-Étienne,Villeurbanne,1,easy,no_capitals,
165,Je pars de Nice enfin non de Rennes,,,0,medium,ambiguous,conflicting information
166,Faut que j'aille de Le Mans à Rennes,Le Mans,Rennes,1,easy,standard,
167,Comman aller de Bord a Marseile,Bordeaux,Marseille,1,hard,misspelling,spelling errors
168,Je veux aller de Strasbourg vers Châlons en Champagne,Strasbourg,Châlons-en-Champagne,1,medium,compound_name,compound name no hyphen
169,Tiket Strazburg Lill,Strasbourg,Lille,1,hard,misspelling,spelling errors
170,ravi de vous rencontrer,,,0,easy,no_intent,greetings
171,Je me trouve à Reims,,,0,easy,incomplete_dest,missing destination
172,Venant de Paris,,,0,easy,incomplete_dest,missing destination
173,Je veux aller à Lyon non à Nantes,,,0,medium,ambiguous,contradictions
174,duqereti miwuguti cas fes bojygymela,,,0,easy,garbage,random text
175,prendre le train de saint-étienne a aix-en-provence,Saint-Étienne,Aix-en-Provence,1,easy,no_capitals,
176,Je veux aller de La Roche sur Yon à Clermont-Ferrand,La Roche-sur-Yon,Clermont-Ferrand,1,medium,compound_name,
177,Je voudrais aller à Grenoble,,,0,easy,incomplete_origin,missing origin
178,Billet Limoges Metz pour la famille,Limoges,Metz,1,medium,additional_info,
179,!!! $$%%,,,0,easy,garbage,special characters
180,Un train pour Toulouse,,,0,easy,incomplete_origin,missing origin
181,Voyage vers Tours départ Annecy,Annecy,Tours,1,medium,inverted_order,
182,Je veux aller de La Roche-sur-Yon vers Limoges,La Roche-sur-Yon,Limoges,1,medium,compound_name,
183,je prends un billet de nîmes a tours,Nîmes,Tours,1,easy,no_capitals,
184,Transport de Saint-Étienne à Bordeaux,Saint-Étienne,Bordeaux,1,easy,standard,
185,Direction Toulouse en partant de Bordeaux,Bordeaux,Toulouse,1,medium,inverted_order,
186,De Nice vers Salon-de-Provence,Nice,Salon-de-Provence,1,medium,compound_name,
187,un biye train dijjon bres,Dijon,Brest,1,hard,misspelling,spelling errors
188,il fait beau aujourd'hui,,,0,easy,no_intent,general_questions
189,bog zakiz loqisij myvuqufavy wyzumifo,,,0,easy,garbage,random text
190,Un bilet trin Le Havr Anger,Le Havre,Angers,1,hard,misspelling,spelling errors
191,Montpellier Dijon horaires,Montpellier,Dijon,1,easy,no_markers,
192,Venant de Marseille,,,0,easy,incomplete_dest,missing destination
193,Aller-retour Annecy Lyon pour deux,Annecy,Lyon,1,medium,additional_info,
194,"Florence, Rémy et moi partons de Metz pour Nice",Metz,Nice,1,hard,name_ambiguity,multiple name distractors
195,avec mon ami Clément je vais de Saint-Étienne a Montpellier,Saint-Étienne,Montpellier,1,hard,name_ambiguity,multiple name distractors
196,lampe crayon requin baleine ordinateur parapluie,,,0,easy,garbage,nonsense words
197,un aller de lille a limoges merci,Lille,Limoges,1,easy,no_capitals,
198,Pour me rendre à Saint-Étienne je pars de Marseille,Marseille,Saint-Étienne,1,medium,inverted_order,
199,À partir de Lille,,,0,easy,incomplete_dest,missing destination
200,En provenance de Le Havre,,,0,easy,incomplete_dest,missing destination
201,Je ne sais pas ?,,,0,easy,no_intent,random_statements
202,Un biye de trein de aix-en-provence a clermont-ferrand,Aix-en-Provence,Clermont-Ferrand,1,hard,misspelling,spelling errors
203,Billet Nîmes Le Mans tôt le matin,Nîmes,Le Mans,1,medium,additional_info,
204,coment me rendre de tolooze a nîmees,Toulouse,Nîmes,1,hard,misspelling,spelling errors
205,Je dois aller de Châlons-en-Champagne à Limoges,Châlons-en-Champagne,Limoges,1,medium,compound_name,
206,Je dois partir de Nantes à Le Havre,Nantes,Le Havre,1,easy,standard,
207,Train Angers Brest pour les vacances,Angers,Brest,1,medium,additional_info,
208,bexobilalu nuwymif xola jaw nubopesy,,,0,easy,garbage,random text
209,Retrouver Albert à Tours en partant de Limoges,Limoges,Tours,1,hard,name_ambiguity,multiple name distractors
210,Je souhet aller de Nante a Saaint-Étienne,Nantes,Saint-Étienne,1,hard,misspelling,spelling errors
211,traje de bordeaus a lile,Bordeaux,Lille,1,hard,misspelling,spelling errors
212,vers nice,,,0,easy,incomplete_origin,missing origin
213,Limoges Toulon direct svp,Limoges,Toulon,1,easy,no_markers,
214,Je suis actuellement à Paris ?,,,0,easy,incomplete_dest,missing destination
215,Trajet Villeurbanne Port-Boulet,Villeurbanne,Port-Boulet,1,medium,compound_name,
216,À quelle heure part le premier train de Toulouse pour Reims,Toulouse,Reims,1,medium,standard,
217,Je vais à Montpellier ?,,,0,easy,incomplete_origin,missing origin
218,Atteindre Bordeaux en partant de Angers,Angers,Bordeaux,1,medium,inverted_order,
219,Comment ça marche !,,,0,easy,no_intent,general_questions
220,Origine Aix-en-Provence destination Perpignan,Aix-en-Provence,Perpignan,1,easy,standard,
221,Vers Nantes au départ de Toulouse,Toulouse,Nantes,1,medium,inverted_order,
222,Au revoir !,,,0,easy,no_intent,greetings
223,les trains à grande vitesse impressionnent,,,0,easy,no_intent,train_discussion
224,basé à strasbourg,,,0,easy,incomplete_dest,missing destination
225,Les trains directs existent entre Limoges et Amiens,Limoges,Amiens,1,hard,complex_question,
226,En partant de Toulon,,,0,easy,incomplete_dest,missing destination
227,comment aller de toulon a metz,Toulon,Metz,1,easy,no_capitals,
228,je vais à nice,,,0,easy,incomplete_origin,missing origin
229,Il y avait du monde dans le train ?,,,0,easy,no_intent,train_discussion
230,tohad mujatiwed,,,0,easy,garbage,random text
231,De Port-Boulet vers Le Havre,Port-Boulet,Le Havre,1,medium,compound_name,
232,Pour aller vers Grenoble depuis Lille,Lille,Grenoble,1,medium,inverted_order,
233,avec mon ami Rémy je vais de Annecy a Marseille,Annecy,Marseille,1,hard,name_ambiguity,multiple name distractors
234,trajet dijon strasbourge,Dijon,Strasbourg,1,hard,misspelling,spelling errors
235,Y a-t-il des trains de nuit de Tours à Annecy,Tours,Annecy,1,hard,complex_question,
236,je ve me rendre de annec a reims,Annecy,Reims,1,hard,misspelling,spelling errors
237,Amiens Angers en urgence,Amiens,Angers,1,medium,no_markers,
238,Comant se rendre de Pariss a nantes,Paris,Nantes,1,hard,misspelling,spelling errors
239,je doi ale de le mans a perppignan,Le Mans,Perpignan,1,hard,misspelling,spelling errors
240,Mon trajet est de Lyon à Marseille,Lyon,Marseille,1,easy,standard,
241,Partir de Angers direction Toulouse,Angers,Toulouse,1,easy,standard,
242,Tarif réduit de Lyon à Bordeaux pour étudiants,Lyon,Bordeaux,1,medium,additional_info,
243,Nantes Le Mans aller,Nantes,Le Mans,1,easy,no_markers,
244,Mon but est Limoges depuis Nîmes,Nîmes,Limoges,1,medium,inverted_order,
245,De Nice non attendez de Paris vers Montpellier,,,0,medium,ambiguous,conflicting information
246,Le train était bondé ?,,,0,easy,no_intent,train_discussion
247,trajet depuis clermont-ferrand vers toulouse,Clermont-Ferrand,Toulouse,1,easy,no_capitals,
248,kayak crayon cactus guitare lampe nuage orange baleine,,,0,easy,garbage,nonsense words
249,Pour Nice ?,,,0,easy,incomplete_origin,missing origin
250,Faut-il réserver à l'avance pour Toulouse Tours,Toulouse,Tours,1,hard,complex_question,
251,cap sur le havre,,,0,easy,incomplete_origin,missing origin
252,Billet Bordeaux Montpellier Nantes,,,0,medium,ambiguous,too many cities
253,Reims Tours première classe,Reims,Tours,1,medium,no_markers,
254,Reservation Aix-en-Provvence Pariis,Aix-en-Provence,Paris,1,hard,misspelling,spelling errors
255,Comen se rendre de limoges a toulon,Limoges,Toulon,1,hard,misspelling,spelling errors
256,Billet Marseille Toulouse Paris,,,0,medium,ambiguous,too many cities
257,reservation de limoges a strasbourg,Limoges,Strasbourg,1,easy,no_capitals,
258,un biye de limogges ver montpellier,Limoges,Montpellier,1,hard,misspelling,spelling errors
259,Billet Montpellier Paris Marseille,,,0,medium,ambiguous,too many cities
260,Train Nice Nice,,,0,medium,ambiguous,origin equals destination
261,Je suis actuellement à Toulon,,,0,easy,incomplete_dest,missing destination
262,Un trajet de Toulouse vers Amiens,Toulouse,Amiens,1,easy,standard,
263,De Bordeaux à Nantes puis Toulouse,,,0,medium,ambiguous,too many cities
264,Je voudrais aller à Grenoble ?,,,0,easy,incomplete_origin,missing origin
265,Je souhaite me rendre à Châlons en Champagne en partant de Paris,Paris,Châlons-en-Champagne,1,medium,compound_name,compound name no hyphen
266,"Paris, Albert et moi partons de Aix-en-Provence pour Saint-Étienne",Aix-en-Provence,Saint-Étienne,1,hard,name_ambiguity,multiple name distractors
267,Combien de trains par jour entre Marseille et Aix-en-Provence,Marseille,Aix-en-Provence,1,hard,complex_question,
268,pour voyager de toulouse a toulon,Toulouse,Toulon,1,easy,no_capitals,
269,Je vais vers Bordeaux depuis Le Havre,Le Havre,Bordeaux,1,medium,inverted_order,
270,Dijon Limoges samedi,Dijon,Limoges,1,medium,no_markers,
271,Quelle est la meilleure option pour Villeurbanne Saint-Étienne,Villeurbanne,Saint-Étienne,1,hard,complex_question,
272,Rejoindre Clermont-Ferrand depuis Nantes,Nantes,Clermont-Ferrand,1,easy,standard,
273,Brest Paris train,Brest,Paris,1,easy,no_markers,
274,Aller retrouver Nice depuis Reims,Reims,Nice,1,medium,inverted_order,
275,ordinateur kayak lampe parapluie,,,0,easy,garbage,nonsense words
276,$$%% $$%%,,,0,easy,garbage,special characters
277,Pour voyager de Annecy à Dijon,Annecy,Dijon,1,easy,standard,
278,Un biye de Anggers ver Marsei,Angers,Marseille,1,hard,misspelling,spelling errors
279,les vacances approchent ?,,,0,easy,no_intent,off_topic
280,Partir vers Limoges au départ de Le Havre,Le Havre,Limoges,1,medium,inverted_order,
281,Un billet pour Paris,,,0,easy,incomplete_origin,missing origin
282,Je veux visiter Rennes Toulouse Marseille,,,0,medium,ambiguous,too many cities
283,Vous vous appelez comment,,,0,easy,no_intent,general_questions
284,itineraire de le mans a nice,Le Mans,Nice,1,easy,no_capitals,
285,Je vais à Marseille ah non plutôt Bordeaux,,,0,medium,ambiguous,contradictions
286,Je me trouve à Montpellier,,,0,easy,incomplete_dest,missing destination
287,Tours Nîmes voir la famille,Tours,Nîmes,1,medium,no_markers,
288,Pour aller vers Toulon depuis Le Mans,Le Mans,Toulon,1,medium,inverted_order,
289,Trajet Nîmes Bordeaux,Nîmes,Bordeaux,1,easy,no_markers,
290,J'aime les chiens !,,,0,easy,no_intent,off_topic
291,Place Le Havre Aix-en-Provence,Le Havre,Aix-en-Provence,1,easy,no_markers,
292,Je vais de Bordeaux à Marseille à Toulouse,,,0,medium,ambiguous,too many cities
293,Je souhet aller de Tolooze a reims,Toulouse,Reims,1,hard,misspelling,spelling errors
294,Je vais à Marseille ou Lyon,,,0,medium,ambiguous,contradictions
295,Ticket Aix-en-Provence Brest,Aix-en-Provence,Brest,1,easy,no_markers,
296,je doi ale de metz a touurs,Metz,Tours,1,hard,misspelling,spelling errors
297,vague ordinateur cactus igloo framboise jardin framboise orange,,,0,easy,garbage,nonsense words
298,Angers Metz dimanche,Angers,Metz,1,medium,no_markers,
299,Soit Paris soit Bordeaux,,,0,medium,ambiguous,contradictions
300,Quel est le prix d'un billet de Grenoble à Nantes,Grenoble,Nantes,1,easy,standard,
301,Y a-t-il beaucoup de monde sur Tours Lyon,Tours,Lyon,1,hard,complex_question,
302,J'ai besoin d'aller de Clermont-Ferrand à Grenoble,Clermont-Ferrand,Grenoble,1,easy,standard,
303,y a-t-il un train de angers vers le mans,Angers,Le Mans,1,easy,no_capitals,
304,Clermont-Ferrand Rennes s'il vous plaît,Clermont-Ferrand,Rennes,1,easy,no_markers,
305,Arrivée Nantes départ Amiens,Amiens,Nantes,1,medium,inverted_order,
306,Un trin de Marsel ver aix-en-provence,Marseille,Aix-en-Provence,1,hard,misspelling,spelling errors
307,Bordeaux Dijon tout de suite,Bordeaux,Dijon,1,easy,no_markers,
308,Comment aller à Dijon,,,0,easy,incomplete_origin,missing origin
309,Ticket Limoges Nîmes,Limoges,Nîmes,1,easy,no_markers,
310,reservation de metz a saint-étienne,Metz,Saint-Étienne,1,easy,no_capitals,
311,Les trains directs existent entre Paris et Toulon,Paris,Toulon,1,hard,complex_question,
312,ryte vubap ceza,,,0,easy,garbage,random text
313,Je souhaite me rendre à Reims ?,,,0,easy,incomplete_origin,missing origin
314,Quel est le tarif le moins cher de Angers à Tours,Angers,Tours,1,hard,complex_question,
315,Je dois rejoindre Lourdes et Paris à Villeurbanne depuis Le Mans,Le Mans,Villeurbanne,1,hard,name_ambiguity,multiple name distractors
316,Je me suis trompé Rennes pas Montpellier,,,0,medium,ambiguous,conflicting information
317,Réservation Nantes Rennes,Nantes,Rennes,1,easy,no_markers,
318,coment aller de aix-en-provence ver annecy,Aix-en-Provence,Annecy,1,hard,misspelling,spelling errors
319,Pour me rendre de Châlons-en-Champagne à Metz,Châlons-en-Champagne,Metz,1,medium,compound_name,
320,Comment aller à Nîmes depuis Saint Étienne,Saint-Étienne,Nîmes,1,medium,compound_name,compound name no hyphen
321,Je pars pour Lille depuis Lyon,Lyon,Lille,1,medium,inverted_order,
322,Quel est le meilleur moment pour partir de Le Mans vers Tours,Le Mans,Tours,1,hard,complex_question,
323,À quelle heure arrive le dernier train de Amiens à Aix-en-Provence,Amiens,Aix-en-Provence,1,hard,complex_question,
324,Je souhaite me rendre de Tooulon a Nantess,Toulon,Nantes,1,hard,misspelling,spelling errors
325,À quelle heure y a-t-il des trains de Perpignan à Saint-Étienne,Perpignan,Saint-Étienne,1,medium,standard,
326,Place dans le train de Strasbourg à Brest,Strasbourg,Brest,1,easy,standard,
327,kayak requin ordinateur lampe jardin orange parapluie vague,,,0,easy,garbage,nonsense words
328,je souhaite partir de paris vers toulouse,Paris,Toulouse,1,easy,no_capitals,
329,Vers Le Havre,,,0,easy,incomplete_origin,missing origin
